Date,Adj Close,Close,High,Low,Open,Volume
2004-01-02 00:00:00+00:00,0.1763979345560073,0.1923329979181289,0.199083000421524,0.1923329979181289,0.1964170038700103,436416000.0
2004-01-05 00:00:00+00:00,0.1821300685405731,0.1985830068588256,0.1999170035123825,0.1934999972581863,0.195250005,575292000.0
2004-01-06 00:00:00+00:00,0.1895442605018615,0.2066670060157776,0.2094170004129409,0.1970829963684082,0.1979999989271164,1093344000.0
2004-01-07 00:00:00+00:00,0.1912254393100738,0.2084999978542328,0.2094999998807907,0.202916994690895,0.2043330073356628,673032000.0
2004-01-08 00:00:00+00:00,0.1919133067131042,0.2092500030994415,0.2120829969644546,0.2072499990463256,0.2110829949378967,433752000.0
2004-01-09 00:00:00+00:00,0.1946647018194198,0.2122499942779541,0.2148330062627792,0.206166997551918,0.2078330069780349,766584000.0
2004-01-12 00:00:00+00:00,0.1968814879655838,0.2146670073270797,0.2153329998254776,0.210999995,0.2129999995231628,541980000.0
2004-01-13 00:00:00+00:00,0.1867158412933349,0.2035830020904541,0.2156669944524765,0.201333001255989,0.2135829925537109,865800000.0
2004-01-14 00:00:00+00:00,0.1853400915861129,0.2020830065011978,0.2074999958276748,0.2001670002937317,0.204583004117012,544872000.0
2004-01-15 00:00:00+00:00,0.1856464445590973,0.2024170011281967,0.2040829956531524,0.1969999969005584,0.2005829960107803,609204000.0
2004-01-16 00:00:00+00:00,0.1884740144014358,0.2055000066757202,0.2072499990463256,0.2025830000638961,0.2045000046491623,451728000.0
2004-01-20 00:00:00+00:00,0.1937476098537445,0.2112500071525573,0.2115830034017563,0.2056670039892196,0.2080000042915344,487764000.0
2004-01-21 00:00:00+00:00,0.1848053932189941,0.2014999985694885,0.2103330045938491,0.2011670023202896,0.2094999998807907,494460000.0
2004-01-22 00:00:00+00:00,0.1805250793695449,0.196832999587059,0.2058330029249191,0.1944169998168945,0.2025830000638961,605724000.0
